Unnamed: 0,comment,timestamp,label
457,dương ngọc huyền bạn ổn khong,14/07/2024,neutral
458,thu phương bạn phải hỏi là trường tôi ổn ko chứ,09/07/2024,positive
459,trịnh xuân lộc,02/07/2024,neutral
460,nguyệt nga r u okey,30/10/2024,neutral
461,kien hoang xin 50k,12/09/2024,positive
462,phạm phương thảo nguyễn trang sầu,07/08/2024,neutral
463,đình hoàng võ ổn ko,05/07/2024,neutral
464,quỳnh trang còn sống nhé,12/07/2024,neutral
465,vũ phương nao cho anh đi học ké nhó,31/08/2024,positive
466,bảo long oke gái iu nhó,26/09/2024,neutral
467,vũ phương ăn mặc bảnh bao đi học ké ngừi eo,29/10/2024,neutral
468,cường phankhắc tuấn,20/07/2024,neutral
469,trung hiếu,31/10/2024,neutral
470,nguyễn thọ đạt,10/09/2024,neutral
471,triệu vy bn khoá d24 à,11/09/2024,neutral
472,nguyễn thọ đạt khoá nào mà ny bn ớ,17/10/2024,positive
473,hoàng minh anh,22/09/2024,neutral
474,lê thị mai hương,14/09/2024,neutral
475,,14/07/2024,positive
476,yến nhi,13/07/2024,neutral
477,tôi yêu trường của tôi,25/10/2024,neutral
478,nguyễn kim nhật minh im sorri,11/09/2024,positive
479,vch,24/07/2024,negative
480,còn nguyên thật nè,10/10/2024,neutral
481,học viện tỷ đô,23/07/2024,neutral
482,,16/08/2024,neutral
483,,06/08/2024,neutral
484,,10/09/2024,neutral
485,bạn nào vô tình va phải qr thì cap lại rồi cmt cho mọi người chia vui nhé đừng quên quét nhanh kẻo biến mất,24/08/2024,neutral
486,cơ hội vụt qua,11/09/2024,negative
487,học viện công nghệ bưu chính viễn thông ptit quên mk r h sao đâi,05/07/2024,neutral
488,nóng cú quét mã đầu tiên đến từ nqta sinh viên d23,15/09/2024,positive
489,đẳng cấp là đâi,21/10/2024,positive
490,chơi game xanh chín nào các bạn ơi 5 bạn nghi vấn hack điểm về 0 trải nghiệm từ đầu nhé,12/10/2024,negative
491,đề cử game year,09/10/2024,neutral
492,quả game cho quả mê cung khó điên,20/08/2024,neutral
493,trương quốc bảo hãi để ý những thứ xung quanh ngoài tường trắng để tưởng tượng ra sơ đồ nhé cố lên,30/08/2024,negative
494,trương quốc bảo đâu cũng có mặt,04/11/2024,neutral
495,game có đánh bos hay sinh tồn chại bo ko ạ,27/08/2024,negative
496,game đỉnh vl mấi con gà biết gì,17/08/2024,neutral
497,đinh sơn tùng mê thật,12/08/2024,neutral
498,tôi chơi k biết chán,25/09/2024,positive
499,cần 1 video giới thiệu cách tải quá là mù công nghệ rồi,03/07/2024,negative
500,thanh tâm mac đúng k mac thì k chại dc đâuncài win giả lập ấy ntoi vừa cài xong,23/09/2024,positive
501,nguyễn huyền thoi từ bỏ rồi,11/07/2024,negative
502,thanh tâm trải nghiệm thì vô số nma cài win thì nguyên buổi chiều,10/07/2024,positive
503,thanh tâm cài win ảo vào mái đi tâm,17/10/2024,positive
504,hườngg thoi lười lắm,06/08/2024,neutral
505,game nài có pvp không ạ,11/08/2024,positive
506,nguyen anh tuấn có pvp bản realiti bạn nhé,09/07/2024,neutral
507,nguyen anh tuấn đòi hỏi quá vậi,02/11/2024,negative
508,nhân vật của em vừa đói vừa bị kẹt trong mê cung,18/07/2024,neutral
509,cứu em với,22/07/2024,neutral
510,trường tâm lý thật đang học onl tung quả game nài,27/10/2024,neutral
511,mình muốn nạp để đua top thì vào link nào ạ,25/08/2024,positive
512,thứ tôi cần là 1 em npc animi chứ nài trông creepi quá đi à,06/11/2024,neutral
513,ch đc trên đt k ạ,30/08/2024,neutral
514,ai làm video walkthrough đi xem ké,17/08/2024,positive
515,huhu ăn quả ngất trừ point căng quá,30/10/2024,negative
516,game có sơn skin tăng dame ko ạ,12/08/2024,positive
517,bui thanh son phai phai à,02/08/2024,positive
518,bui thanh son khả năng phải săn bos lấi điểm rèn luyện,10/07/2024,positive
519,nạp thẻ cường hóa thẻ sinh viên lên bạc kim cương các kiểu nữa,20/10/2024,negative
520,nguyễn thế quý nạp lần đầu có được trang bị siêu cấp tối thượng,20/07/2024,negative
521,5 triệu điểm sức mạnh,10/09/2024,neutral
522,vũ khí hiếm khum,10/08/2024,negative
523,có link nạp k shop,06/09/2024,positive
524,chúng ta có pờ tít simul trước gta 6,29/08/2024,negative
525,như nguyễn hà se xoa pub doi sang cay rank nay,03/11/2024,negative
526,game có nạp lần đầu ko ạ,28/08/2024,positive
527,k đăng nhập dc,17/09/2024,positive
528,game có nạp vip kiếm qr code vip buff đrl k để e kêu cno nạp,12/09/2024,negative
529,game nài có những gamemod gì ạ,08/09/2024,neutral
530,game có multiplay không ạ,03/07/2024,positive
531,trường thú vị quá ạ,29/07/2024,neutral
532,có nạp lần đầu k v,15/10/2024,positive
533,gta 6 gọi bằng cụ,21/08/2024,negative
534,có nạp lần đầu không ạ,14/10/2024,positive
535,thế là khỏi sợ thiếu đrl,23/09/2024,neutral
536,confess mới cho mn muốn hỏi gì mà ngại nheenlink page bên dưới,20/08/2024,neutral
537,choi chong mat vl cuu,13/09/2024,negative
538,đc liên hệ nhận quà nài quen quá,27/10/2024,positive
539,đậu đậu ơ kìa fen,03/08/2024,negative
540,admin ơi mã sinh viên của e ai lấi r ấy vô đki nó bảo bị trùng mã sv,12/10/2024,negative
541,ad ơi e đến phần đăng nhập nhận qr rồi nhưng ko bấm được thì làm sao ạ,08/07/2024,negative
542,game cut scene 5p không skip nên em đánh giá 1 sao nhé,05/10/2024,neutral
543,các ngài cho e hỏi vị trí của 15 sao ạ,30/09/2024,positive
544,em tìm thấi có 14 cái,14/07/2024,positive
545,phạm quốc tuấn xung quanh trường 2 cái trong mê cung 14 cái pko,09/08/2024,positive
546,nguyễn thế dương ko tính 2 cái trong mê cung luôn á,18/08/2024,neutral
547,không đăng nhập được shop ơi,19/08/2024,negative
548,ch đc trên đthoai k ạ,26/08/2024,neutral
549,sim bản lỗi,04/08/2024,neutral
550,nạp vip ở đâu ạ với em lỡ cắt cụt cái thanh stamen đi chắc là vẫn tính hợp lệ nhỉ,04/11/2024,neutral
551,file có hình toà a2 là cái file nào vậi huhu trường ơii,14/09/2024,negative
552,có hách inf điểm rèn luyện ko,20/09/2024,positive
553,không tải được ạ,20/09/2024,negative
554,độc lạ ptit,02/09/2024,neutral
555,ko cướp xe đc ạ,04/09/2024,positive
556,đọc lạ prir,03/11/2024,neutral
557,em tiền đình sau khi giải mê cung,09/10/2024,neutral
558,trông sợ sợ thé ạ,26/07/2024,negative
559,sao file tải nó k chại v ạ,06/08/2024,positive
560,mê cung khó quá phải bug thôi,05/08/2024,neutral
561,cài rank cài rank,04/10/2024,neutral
562,lưu phương giống game của illus thế nhỉ,14/09/2024,negative
563,nguyễn trung đức học viện tạo matrix cho sinh viên à,07/08/2024,positive
564,nguyễn trung đức hoài niệm k e,03/09/2024,neutral
565,nguyễn toàn ám ảnh vl,14/07/2024,positive
566,dùng mac tải kiểu gì vậi mn,05/11/2024,negative
567,tunahnot tuna cho ng tối cổ tìm tựa game nè,14/10/2024,neutral
568,ngọc trâm thánh kìu,04/10/2024,neutral
569,đã ngắm trường trực tiếp giờ còn có phải ngắm trường onlin nữa à,25/09/2024,neutral
570,kiếm mãi đc hơn 200 trừ phát còn có trăm quá căng r ai biết cách cài không chỉ em với ạ,03/11/2024,neutral
571,mã nài là 14 ạ,31/10/2024,negative
572,hạnh hồng đúng r em,19/08/2024,neutral
573,tâm nguyễn mình thêm cả 23 nữa được kh em đang thiếu 23 trầm trọng,17/10/2024,positive
574,tâm nguyễn cho e xin key với,24/07/2024,positive
575,nguyen manh tan yêu trường đi em,27/07/2024,neutral
576,tự chơi đi làm gì có key,16/08/2024,positive
577,tâm nguyễn em yêu trường r,04/08/2024,neutral
578,chị cơ cấu key cho em iii,17/10/2024,positive
579,hạnh hồng không tải đượccc,22/10/2024,negative
580,giải nén xong nó ra cái gì ấy đù má,12/07/2024,negative
581,thanh tâm người chơi hệ mac làm sao mà hiểu đc,19/09/2024,positive
582,hạnh hồng chả lẽ lại cài win về mái thì lại lòng vòng,10/08/2024,neutral
583,nguyễn văn quý sếp bảo mac thì ngồi lướt fb đi thôi,20/10/2024,positive
584,hạnh hồng có mã cho bạn với nhé,27/07/2024,positive
585,mai test lại,06/11/2024,positive
586,chưa biết chơi,01/08/2024,positive
587,hạnh hồng còn thì chưa tải được,01/07/2024,positive
588,góp ý là game giật giật như faifai nha adncác gameplay quá mất tg để có thể chơi,18/09/2024,neutral
589,đâi rồii,17/09/2024,neutral
590,thông chu cài game nài đi cậu,06/07/2024,neutral
591,thiện đinh game year,06/11/2024,neutral
592,thông chu bmw tuổi,17/10/2024,neutral
593,goti 2024 đâi rồi,06/11/2024,neutral
594,nguyễn thế chiến anh ơi gêm nài có quảng cáo ko anh,11/07/2024,negative
595,hồng phúc nguyễn phương thảo phòng đổi thành game nài chơi đi,02/10/2024,negative
596,yến vy b thấi sao,28/09/2024,positive
597,nguyễn b còn ko giải nén đcnmuốn thử ko bro,10/08/2024,negative
598,yến vy nhà cửa bạn đỡ lụt tôi sang ngủ trưa chứ nén nủng gì,27/08/2024,positive
599,cho nhân vật ăn kiểu gì,22/10/2024,negative
600,quỳnh chi đua top đinrồi lấi quà cho bố nhé con,05/07/2024,neutral
601,vu thu hienn dm cho vào cái mê cung đi hết 6 vẫn về vị trí ban đầu,07/08/2024,neutral
602,quỳnh chi trg ác,08/07/2024,positive
603,nguyễn minh trường chất v,09/09/2024,neutral
604,quê mật khẩu thì sao ạ,06/09/2024,positive
605,tran tiến anh em nài kiếm được mấi mã qr rồi,11/08/2024,negative
606,cần lắm chỗ đổi mk,22/09/2024,negative
607,sao game e vào nó cứ bị ở mh chờ,26/09/2024,positive
608,tải kiu j z mn,14/08/2024,positive
609,goti 2024,18/10/2024,neutral
610,đặng thái sơn vua trò chơi ko thấi trên bxh vâyh,21/08/2024,positive
611,kim jong hiệp ngạo nghễ trường có game cài rank kiếm điểm rl,20/09/2024,neutral
612,đinh quang huy leo rank cài điểm rèn luyện thôi em,08/09/2024,neutral
613,pham huy game nài xứng đáng goat,22/10/2024,neutral
614,mạnh quânn leo rank kiếm drl,03/11/2024,positive
615,nguyễn vip chx drl là chuyện nhỏ,10/08/2024,positive
616,kính thành b rank đồng 2 ah,20/09/2024,neutral
617,nhat ngo hong còn chưa đủ cấp có rank cậu ơi,12/09/2024,positive
618,nguyễn quân nài cài rank,03/07/2024,positive
619,phương nhi ngô lên cao thủ chưa bé,10/10/2024,positive
620,phạm hiếu cho tk nhân vật ăn kiểu gì vậi e sắp ngất chết đói r,20/09/2024,negative
621,nhiều bug quá,14/07/2024,negative
622,quang huy nạp tiền để hồi sức nhé,21/09/2024,positive
623,lê hải chơi game còn có điểm rèn luyện,06/09/2024,neutral
624,phạm hùng nguyễn long vào nhót top 3 nào các tình yêu,23/07/2024,neutral
625,đặng duy khánh nganh game nay,02/07/2024,negative
626,hải triêu nài anh,26/09/2024,neutral
627,tuan quoc leo rank kìa,30/07/2024,neutral
628,chả,28/10/2024,neutral
629,đức tài đỗ hoàng phúc bỏ liqi đi bạn,10/09/2024,positive
630,cài cái nài nài,26/08/2024,neutral
631,xuân đạt ngao nghe ptit,07/07/2024,neutral
632,đỗ danh dũng chacchannanhuzayzoi,04/09/2024,neutral
633,nguyễn thanh tùng bỏ cài lq thôi,02/08/2024,negative
634,nguyễn thị hải duyên khó đấi,07/07/2024,neutral
635,hà linh nhi nguyễn tiến hải 2 vua trò chơi thử sức xem,08/09/2024,positive
636,phương su kì trc điểm yếu kém nha,11/07/2024,negative
637,nguyễn văn hoàng cũng ít trò lắm,30/08/2024,positive
638,đào xuân mai phòng ctctsv đỉnk,19/10/2024,neutral
639,audienc n kidsn teen xem thêm,31/10/2024,neutral
640,bui phuc,22/08/2024,neutral
641,bui phuc,25/10/2024,neutral
642,bui phuc láo vocung,25/07/2024,neutral
643,nguyễn khải làm thử đi,16/10/2024,positive
644,duc anhtrần nam leo top thoi cac em,17/10/2024,positive
645,nguyên quit,27/07/2024,neutral
646,duc anh 1,27/08/2024,neutral
647,chu quang long tải đi mai chơi,09/07/2024,neutral
648,hương giang lê vương hồng hạnh săn đrl kì,11/08/2024,positive
649,trần linh k giải nén đc tập tin bay oi,14/07/2024,positive
650,trần linh bỏ lq r cài game nài đi,24/09/2024,negative
651,hương giang lê game nài ko chửi nhau giống lq đc,01/09/2024,negative
652,đô duy quân nguyễn lâm vĩ nguyễn quang huy đua top thôi,27/10/2024,positive
653,thạch văn khiêm nhanh kẻo mất top,23/07/2024,neutral
654,game có hệ thống nạp lần đầu,06/07/2024,positive
655,nạp vjp sơn sì kin tăng dmg,10/10/2024,negative
656,tăng tỉ lệ nổ chí mạng điểm rèn luyện không ạnem hỏi hộ thằng bạn,29/10/2024,neutral
657,chất lỏng phi newton thư minhh lên ae,20/09/2024,neutral
658,tố uyên đâi nè đâi nè,29/09/2024,neutral
659,dương ah ngũ độc lạ k bạn,19/07/2024,neutral
660,thế hùng leo rank thoi b,03/09/2024,neutral
661,nguyễn văn giáp làm đi,24/08/2024,positive
662,hoàng hảo crash game cmnr,12/09/2024,neutral
663,linh nhi cài cho tao,22/10/2024,positive
664,ng đức nguyễn minh tunấ kiệt gô,28/09/2024,negative
665,nguyễn quốc huy cút,08/08/2024,neutral
666,nguyễn quốc huy được cộng điển rèn luyện à,01/09/2024,neutral
667,nguyễn hạnh absolut cinema,05/11/2024,positive
668,nguyen phong tuyet doi dien anh,10/07/2024,neutral
669,trần tiến dũng kìa,28/08/2024,neutral
670,lê bảo ko chại đc,18/07/2024,positive
671,trần dũng test di eim,18/10/2024,positive
672,nạp lần đầu được vip mấi thế shop,04/11/2024,positive
673,duy khánh có nạp lần đầu không thầi,19/07/2024,positive
674,nguyễn doanh nào nào,15/08/2024,positive
675,để im cho admin thở lộ liễu thế nài chết,15/09/2024,neutral
676,duy khánh em thấi phần liên hệ quen lắm,28/07/2024,neutral
677,nguyễn dược anh minh,21/08/2024,neutral
678,cung đạt oge,28/10/2024,neutral
679,quang ngoc nguyen,08/10/2024,negative
680,nguyen tminh nguyet,23/10/2024,negative
681,xuân bách,18/08/2024,negative
682,phương thuỷ,29/09/2024,positive
683,,04/08/2024,positive
684,,23/09/2024,neutral
685,thế văn,05/07/2024,neutral
686,lê văn giáo,01/07/2024,neutral
687,lê trúc nghịch linh tinh tải về cho nhím v sóc làm thay cụ đi,07/08/2024,positive
688,ngọc huyền trần linh,22/10/2024,neutral
689,sang trần mơ,21/08/2024,neutral
690,bùi ngọc linh ê ê,30/08/2024,neutral
691,hồ thị thanh hoa chúc may mắn,04/10/2024,neutral
692,bùi ngọc linh cái chú ý là qr đrl,04/11/2024,negative
693,hồ thị thanh hoa cố lên,30/10/2024,positive
694,học viện sẽ mỉm cười với bạn thoi,02/11/2024,neutral
695,shiro neko,13/09/2024,neutral
696,hirosaki kusaka thấi r,16/09/2024,neutral
697,shiro neko tag để mở bằng lap,03/11/2024,positive
698,quang huy vũ,08/10/2024,neutral
699,,04/07/2024,positive
700,lê đức thọ,06/11/2024,positive
701,trần đình anh,19/08/2024,neutral
702,kiên jong un kiểu chi cũng phải có điểm rèn luyện,25/09/2024,positive
703,trần đình anh qr trong tay nhận ngay điểm 10 à,09/09/2024,neutral
704,hưng hoàng ê,27/09/2024,neutral
705,game nài có chơi đc trên đt k ạ,27/09/2024,neutral
706,ad ơi e đến phần nhận qr rồi nhưng bấm lại phải đăng nhập thì làm sao ạ,04/11/2024,negative
707,xuân đạo có bản hack k,09/07/2024,positive
708,có mút nót,15/08/2024,positive
709,nguyễn đức thắngng,15/08/2024,neutral
710,goti 2024,15/07/2024,positive
711,đức phan ptit mind,21/10/2024,neutral
712,đỉnh điên,29/07/2024,neutral
713,học phí 1trtín cũng nguyện học,01/07/2024,neutral
714,ánh dương nguyễn thanh dô fen,25/08/2024,positive
715,trần huy check,05/07/2024,neutral
716,nguyễn phạm yến bình độc lạ,19/07/2024,neutral
717,tấn vân minh,05/07/2024,positive
718,,14/08/2024,neutral
719,,10/07/2024,neutral
720,sinh viên giờ giống khách hàng nhỉ em có nguyện vọng hay đóng góp gì thì liên hệ trực tiếp với học viện nhanvề chất lượng đào tạo của các khoa,16/09/2024,positive
721,ngành,23/09/2024,positive
722,chương trình đào tạo đã có các đơn vị thẩm định đánh giá chất lượngntự ngôn luận là con dao h xem thêm,07/07/2024,negative
723,duy khánh bạn cứ bị lói chuẩn thế nhẩu,31/08/2024,negative
724,nhắn tin,05/08/2024,positive
725,gọi điện mà trường không trả lời luôn á mãi chê mà biết sao giờ,04/10/2024,negative
726,lỡ đóng học phí r mà,04/09/2024,negative
727,thôi thì chúc may mắn trong 5 năm tới nhé,30/08/2024,neutral
728,ủa chuyện quá bình thường ở trường luôn ấy không đọc review à,02/10/2024,negative
729,quả điểm chuẩn thì đúng là muộn thật nhưng muộn với trường khác chứ kh muộn deadlin nên cũng kh trách được trường hợp lỗi hệ thống thì trộm vía kh dính,17/10/2024,positive
730,cái mà hồ sơ kh hợp lệ chỉ dính lúc trường chưa công bố điểm chuẩn th muộn với xem thêm,24/08/2024,positive
731,vẫn đang yêu trường nên mốt có gì chửi sau hihi trong chăn mới biết chăn có rận đâu trường nào hoàn hảo được 100,21/07/2024,neutral
732,trường k có nhiều điểm đâuem trừ thế nài chắc âm cmn mất,16/10/2024,positive
733,kỳ sau giật đc cái hb là lại yêu trường ngay ý mà,01/07/2024,neutral
734,yên tâm,24/10/2024,neutral
735,chê rất nhiều từ các cựu sinh vien nhưng các bạn vẫn đâm đầu vào học thì chịu thôi chứ trách ai,07/07/2024,positive
736,ai sợ thì đi về,16/07/2024,positive
737,ko nhập học,05/11/2024,negative
738,đinh thắng tuân đỗ trường p thật đáng sợ,08/07/2024,negative
739,trần phong bạn code lại cái web cho trường đàng hoàng đi bạn,22/08/2024,negative
740,trần phong mãi yêu ptit,03/11/2024,neutral
741,ủng hộ bạn thi lại nhé,23/08/2024,neutral
742,mình hèn lắm,23/08/2024,negative
743,chuyện bình thường thôi,18/10/2024,neutral
744,các gương mặt mới của group hội anti hv công nghệ bưu điện đã xuất hiện,25/09/2024,neutral
745,vắng mợ chợ vẫn đông,16/09/2024,neutral
746,quỳnh em c bảo c yêu trường cho mn tin đi,21/08/2024,neutral
747,ngh hiền mai hạnh yêu trường vl huhu,28/08/2024,neutral
748,hà phương yêu mà,06/10/2024,neutral
749,thắng đỗ đức,06/11/2024,neutral
750,k học thì cút kêu kêu cái nồn,05/11/2024,negative
751,link không vào được ad ơi,03/10/2024,negative
752,hoàng nguyễn cie đã nhắn tin hỗ trợ em em check nhé,26/10/2024,neutral
753,,10/10/2024,neutral
754,,23/09/2024,neutral
755,tran quoc anh hoang mang quá ạ,07/07/2024,negative
756,dvan được ngáo luôn,13/10/2024,neutral
757,game khó quá ai làm video walkthrough đc ko,17/09/2024,positive
758,dạ vâng em biết lỗi rồi,18/07/2024,negative
759,trần diễm kiều dối trá,05/10/2024,negative
760,đàm quốc hiệu một phút lầm lỡ,17/08/2024,negative
761,trần diễm kiều chuỵ hư qué chuỵ oi,28/10/2024,negative
762,em xin lỗi mà trời ơi,16/08/2024,negative
763,văn hoàng sáng nay vừa quét xong,27/09/2024,positive
764,trần tú kh khác nhau,28/10/2024,positive
765,văn hoàng trời huhu,26/09/2024,negative
766,trần ngọc trời huhu,17/10/2024,negative
767,game như hạch,12/10/2024,negative
768,đăng nhập còn đéo vào đc,08/09/2024,negative
769,hoàng trần phong có vào đc đâu,14/08/2024,positive
770,cao nguyen tải chơi đc méo đâu,18/07/2024,neutral
771,diệu linh cô gửi cho tôi đk,02/07/2024,positive
772,anh duong tôi cx đc nhận từ ngkhac mà,16/08/2024,positive
773,zô tội,13/09/2024,positive
774,diệu linh hóa ra muốn chết chung,07/07/2024,negative
775,anh duongncoá bit gì đâu,14/10/2024,positive
776,rất lòng vòng,18/09/2024,neutral
777,tạm biệt game,01/07/2024,neutral
778,le hiep pp,10/07/2024,neutral
779,hóng video speedrun,10/07/2024,neutral
780,rial,21/09/2024,negative
781,em ko giải nén dc file ai lên video hướng dẫn dc ko ạ,04/11/2024,negative
782,trần phương khang hả hoang mang v,06/08/2024,negative
783,khánh linh cố cài game thôi b,17/08/2024,positive
784,em còn cái mê cung thôi có được không sốp ơi,21/10/2024,neutral
785,chừa rồi,19/10/2024,negative
786,trương công chiến sau chừa,27/10/2024,negative
787,qr ngoài map,19/07/2024,negative
788,im sorri,10/07/2024,positive
789,chơi kỉu gì v ạ,30/08/2024,negative
790,phải chơi xong mới được quét mã ạ,10/07/2024,negative
791,chơi kiểu gì thế ạ,26/07/2024,negative
792,ngô lê lộc việt ét ô ét anh ơi,01/07/2024,negative
793,chưa đánh đã khai,12/09/2024,neutral
794,thảo ly th để cài game,01/10/2024,neutral
795,12 trong số đấi là pt04,07/10/2024,negative
796,bùn,31/10/2024,neutral
797,phan đạt tội quét k gửi,12/10/2024,negative
798,phan đạt trả giá đi,22/09/2024,positive
799,khanh toan trân trọng,30/08/2024,neutral
800,nguyenn anh tu thích crack game k,01/10/2024,neutral
801,đặng đức tài sisi,30/07/2024,neutral
802,em xin lỗi,30/10/2024,positive
803,bye,07/07/2024,negative
804,chu minh đức nghĩa,17/09/2024,neutral
805,,23/09/2024,neutral
806,,23/08/2024,positive
807,mỹ duyên e xl,24/07/2024,negative
808,bùi hiệp 1 đrl,11/08/2024,neutral
809,mỹ duyên kim bài bất tử lớp phó,13/07/2024,positive
810,bùi hiệp có chức có quyền,09/10/2024,positive
811,hồng ngọc,09/08/2024,neutral
812,trần như quỳnh có cái đrl mà nhọc quá,20/07/2024,positive
813,phạm linh thảo có ae mình không,17/07/2024,positive
814,nguyễn ngọc tuấn bình khả năng,06/11/2024,neutral
815,khả lăng khả lăng,30/09/2024,neutral
816,nguyễn ngọc tuấn bình mình chơi là đc mà,28/09/2024,neutral
817,đinh thị thanh tâm phải chơi game th,12/08/2024,positive
818,hải yến mình skip bước đầu,02/11/2024,positive
819,quỳnh vũ,05/07/2024,neutral
820,đào hà chừa chưa,22/09/2024,positive
821,nguyễn khánh dạ e chừa rồi,13/08/2024,negative
822,nt bình,03/09/2024,neutral
823,thu hiềnn xin lỗi ạ,11/08/2024,negative
824,tại sao npc đẹp trai mà tsv xấu trai vậi thật là bất công,06/09/2024,negative
825,nguyễn lê kanh ẩu,21/10/2024,positive
826,,11/10/2024,neutral
827,học ptit dễ lắm,05/11/2024,neutral
828,dễ học lại ha,15/09/2024,neutral
829,thật không để đi đồn,02/09/2024,negative
830,phạm lannanhh nguyễn nhung dễ cho trường thành tone cam chái,16/10/2024,neutral
831,ad có phét k taa,17/09/2024,negative
832,dễ mất tiền,26/08/2024,negative
833,thk nào đồn,16/09/2024,positive
834,dễ học lại,24/10/2024,neutral
835,lùa gà nè,01/07/2024,positive
836,dễ đóng mấi củ hã,27/09/2024,positive
837,,04/09/2024,neutral
838,trường tăng học phínchắc chào tân mời j97 rồi,27/09/2024,neutral
839,riel,09/08/2024,negative
840,đúng gu owo,02/11/2024,neutral
841,cường nguyễn chồng chị mà dám tranh à e,22/08/2024,positive
842,ngô thị hồng hạnh tranh chồng à con lợn nài,09/08/2024,negative
843,vipppp,29/10/2024,positive
844,hà kim dung mua lightstick đi quẩi đi dung,09/09/2024,neutral
845,bích ngọc dung đặt 1 bì ròi,22/09/2024,negative
846,chia mỗi ae mỗi cái,06/11/2024,positive
847,hà kim dung cả lò cảm ơn dung,21/10/2024,neutral
848,mua lightstick thôi,14/08/2024,positive
849,mua sẵn 3 cái lighstick rồi chỉ chờ jack thôi,16/08/2024,neutral
850,minh quân bán rẻ cho 1 cái đi chú,10/07/2024,negative
851,minh quân của cx đấi nhỉ cắm đc 3 cái luôn mà,05/08/2024,positive
852,trg éo đần đến z đâu,06/08/2024,negative
853,mỗi ngành tăng 5 củ là vừa,01/10/2024,positive
854,xuyến chi chi thích lắm,05/10/2024,neutral
855,hương diệu mê,29/10/2024,neutral
856,xuyến chi đum đúm thích mê,28/07/2024,neutral
857,đinh nam mua lightstick chưa còn dùng,05/07/2024,positive
858,bach vinh ổn k,03/10/2024,neutral
859,tuấn phùng mua lightstick chưa còn vẫi,07/08/2024,positive
860,giang lan nài phải 2 cái 2 tay,01/10/2024,positive
861,mai hoa thiên lý ơi em có thể ở lại đâi không,24/10/2024,neutral
862,đoàn thảo đã,24/08/2024,neutral
863,đã,13/09/2024,neutral
864,mua lightstick chưa,11/07/2024,neutral
865,mai hoa ch j đã thấi phát sáng,10/10/2024,neutral
866,nnguyễn đức thuận tăng 1tr học phí phải tặng free mỗi em 1 lai sờ tích châi 97,08/08/2024,negative
867,trần linh nghinh về lm đèn học soi sáng tươq lai,27/10/2024,positive
868,đoàn thảo thiên lý ơi,18/09/2024,neutral
869,hồng ngát mê nha mê nha,18/07/2024,neutral
870,đoàn thảo cho tiền mua lightstick dẩi đê,07/08/2024,positive
871,hồng ngát ăn cop đi,18/07/2024,negative
872,đoàn thảo học thuộc bài trc đi,30/09/2024,positive
873,mua lightstick j97 dần thôi,26/09/2024,positive
874,lê quang mạnh đóm chúa cũng cần mua ư,08/10/2024,neutral
875,tưởng anh j tặng cho chứ,22/07/2024,positive
876,bùi hồng hà anh j bán lightstick còn có tiền mà chu cấp cho con mà,09/10/2024,positive
877,nên ảnh k cho dc,22/10/2024,positive
878,hải bùi thiên lí ơi,28/08/2024,positive
879,nguyễn hiếu chịu,19/09/2024,neutral
880,nam phương mê,22/10/2024,neutral
881,lan anh metawin iu iuu,01/10/2024,neutral
882,thùi linh elm hối hận ch,06/10/2024,negative
883,trc bảo tài trợ cho cái lighstick thì khum cần,05/10/2024,positive
884,sắp tới trg mời anh rách zề kìa,30/08/2024,negative
885,yến phạm thôi bỏ album soobin để mua lighstick,22/10/2024,positive
886,thùi linh quá muộn r em ạ,07/08/2024,negative
887,chị đã chốt đơn,31/08/2024,positive
888,hết ngân sách dành cho anh rách r,16/10/2024,negative
889,tự nhiên thấi mông phát sáng,21/09/2024,negative
890,đến thư viện học bài thui nào các bạn ơiiiiii,18/07/2024,neutral
891,người theo dõi,12/09/2024,neutral
892,nice,30/07/2024,neutral
893,likee,09/07/2024,neutral
894,niceeee,24/10/2024,neutral
895,quang minh,07/09/2024,neutral
896,quá tuỵt luôn ạ,31/08/2024,neutral
897,mai hoa tối ra thư viện học nhé,22/08/2024,positive
898,0 gặp 0 về,22/09/2024,negative
899,trần nguyệt,20/08/2024,neutral
900,mở buổi trưa đi ạ,05/11/2024,positive
901,nguyễn thị lan nguyện hiến dâng 2 tiếng chơi bời mỗi ngài của ntl để đổi lấi 2 tiếng mở buổi trưa của tv,11/08/2024,positive
902,trần hiền triển,18/09/2024,neutral
903,phương linh tuyệt vời,09/09/2024,neutral
904,trần nguyễn nhật quang trung trung đi,06/09/2024,neutral
905,kì nài học đến 9h về nhé,17/10/2024,positive
906,khúc nhật linh chỉ học nhé,21/08/2024,neutral
907,đừng để bị đuổi,20/10/2024,negative
908,phương linh,01/07/2024,neutral
909,thảo thảo thảo đy,08/08/2024,neutral
910,phương linh mai dj,05/08/2024,neutral
911,đinh diễm quỳnh giỏi lắm nha,14/07/2024,neutral
912,fan 2 chị thao tranphuong quỳnh nga,06/08/2024,neutral
913,phương thảo quỳnh nga chúng mình có nhauu,10/07/2024,neutral
914,tranphuong thao siêu,22/09/2024,neutral
915,tranphuong thaođang ngồi cạnh nhau,20/08/2024,neutral
916,quỳnh nga,04/09/2024,neutral
917,chúc mừng đại hội đã diễn ra thành công tốt đẹp ạ,26/09/2024,neutral
918,toàn các diễn viên tương lai,13/08/2024,neutral
919,tuyệtt,01/11/2024,neutral
